metro_id,title,price,address,latitude,longitude,link
2,"Своб. назнач. 321,1 м² за 650 000 руб./мес.",,"Автозаводская
⋅
12 минут пешком
БЦ «на ул. 6-я Кожуховская, 18к2»
Москва, ЮВАО, р-н Южнопортовый, м. Автозаводская, 6-я Кожуховская улица, 18К2",,,https://www.cian.ru/rent/commercial/323454895/
2,Своб. назнач. 110 м² за 299 999 руб./мес.,,"Автозаводская
⋅
6 минут пешком
Москва, ЮВАО, р-н Южнопортовый, м. Автозаводская, 5-я Кожуховская улица, 9",,,https://www.cian.ru/rent/commercial/323365004/
2,"Своб. назнач.57,7 – 139,8 м² от 290 000 ₽/мес.",290 000 ₽/мес.,"Автозаводская
⋅
20 минут пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Зиларт ЖК, Даймонд корпус",,,https://www.cian.ru/rent/commercial/322190795/
2,Своб. назнач. 800 м² за 1 465 000 руб./мес.,,"Автозаводская
⋅
12 минут пешком
БЦ «на ул. Автозаводская, 16к2с13»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 16к2с13",,,https://www.cian.ru/rent/commercial/323647244/
2,"Своб. назнач. 221 м² за 828 750 руб./мес.
КЛАСС B",,"Автозаводская
⋅
7 минут пешком
БЦ «Омега Плаза (Omega Plaza)»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Ленинская Слобода, 19",,,https://www.cian.ru/rent/commercial/323415485/
2,Своб. назнач. 70 м² за 150 000 руб./мес.,,"Автозаводская
⋅
10 минут пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Восточная улица, 2К1",,,https://www.cian.ru/rent/commercial/264983893/
2,Своб. назнач. 670 м² за 1 675 000 руб./мес.,,"Автозаводская
⋅
11 минут пешком
ЖК «Квартал Foriver»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Эдуарда Стрельцова, 2к1",,,https://www.cian.ru/rent/commercial/322895676/
2,"Своб. назнач. 70 м² за 150 000 руб./мес.
КЛАСС B",,"Автозаводская
⋅
7 минут пешком
БЦ «Омега Плаза (Omega Plaza)»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Ленинская Слобода, 19",,,https://www.cian.ru/rent/commercial/312321227/
2,Своб. назнач. 60 м² за 270 000 руб./мес.,,"Автозаводская
⋅
3 минуты на транспорте
ЖК «FORST»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 26/1",,,https://www.cian.ru/rent/commercial/320879405/
2,Своб. назнач. 85 м² за 395 000 руб./мес.,,"Автозаводская
⋅
6 минут на транспорте
ЖК «ЗИЛАРТ»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Архитектора Щусева, 4к2",,,https://www.cian.ru/rent/commercial/323462046/
2,Своб. назнач. 183 м² за 350 000 руб./мес.,,"Автозаводская
⋅
6 минут пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Трофимова, 9",,,https://www.cian.ru/rent/commercial/312109318/
2,Своб. назнач. 134 м² за 450 000 руб./мес.,,"Автозаводская
⋅
4 минуты пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 4",,,https://www.cian.ru/rent/commercial/322453580/
2,"Своб. назнач. 452 м² за 1 700 000 руб./мес.
КЛАСС B+",,"Автозаводская
⋅
4 минуты пешком
БЦ «Омега-2»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Ленинская Слобода, 26",,,https://www.cian.ru/rent/commercial/323337328/
2,Своб. назнач. 10 м² за 45 000 руб./мес.,,"Автозаводская
⋅
2 минуты пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 13/1",,,https://www.cian.ru/rent/commercial/318381280/
2,"Своб. назнач. 500 м² за 1 250 000 руб./мес.
КЛАСС B",,"Автозаводская
⋅
1 минута пешком
БЦ «Панорама»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Мастеркова, 4",,,https://www.cian.ru/rent/commercial/317342844/
2,"Своб. назнач. 273,2 м² за 1 366 000 руб./мес.",,"Автозаводская
⋅
11 минут пешком
ЖК «Квартал Foriver»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Эдуарда Стрельцова, 2к1",,,https://www.cian.ru/rent/commercial/322167355/
2,Своб. назнач. 40 м² за 130 000 руб./мес.,,"Автозаводская
⋅
2 минуты пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 13/1",,,https://www.cian.ru/rent/commercial/321713301/
2,"Своб. назнач. 64,2 м² за 195 000 руб./мес.
КЛАСС B",,"Автозаводская
⋅
5 минут пешком
БЦ «на ул. Автозаводская, 17к1»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 17К1",,,https://www.cian.ru/rent/commercial/319215587/
2,Своб. назнач. 122 м² за 360 000 руб./мес.,,"Автозаводская
⋅
20 минут пешком
Москва, ЮВАО, р-н Южнопортовый, м. Автозаводская, улица Трофимова, 32К1",,,https://www.cian.ru/rent/commercial/322941949/
2,"Своб. назнач. 99,8 м² за 550 007 руб./мес.",,"Автозаводская
⋅
7 минут пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Велозаводская улица, 6А",,,https://www.cian.ru/rent/commercial/321186878/
2,Своб. назнач. 38 м² за 200 000 руб./мес.,,"Автозаводская
⋅
3 минуты пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 6",,,https://www.cian.ru/rent/commercial/319986388/
2,Своб. назнач. 439 м² за 2 187 684 руб./мес.,,"Автозаводская
⋅
11 минут пешком
ЖК «Квартал Foriver»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Эдуарда Стрельцова, 2к1",,,https://www.cian.ru/rent/commercial/321707797/
2,Своб. назнач.Автозаводская ул.10 – 40 м² от 45 000 ₽/мес.,45 000 ₽/мес.,"Автозаводская
⋅
2 минуты пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 13/1",,,https://www.cian.ru/rent/commercial/320696901/
2,"Своб. назнач. 171,9 м² за 644 625 руб./мес.",,"Автозаводская
⋅
18 минут пешком
ЖК «ЗИЛАРТ»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, бульвар Братьев Весниных, 1",,,https://www.cian.ru/rent/commercial/322191885/
2,Своб. назнач. 12 м² за 175 000 руб./мес.,,"Автозаводская
⋅
13 минут пешком
ЖК «Парк Легенд»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 23Бк2",,,https://www.cian.ru/rent/commercial/323309014/
2,Своб. назнач. 142 м² за 439 999 руб./мес.,,"Автозаводская
⋅
19 минут пешком
Москва, ЮВАО, р-н Южнопортовый, м. Автозаводская, улица 1-я Машиностроения, 5А",,,https://www.cian.ru/rent/commercial/322647593/
2,"Своб. назнач. 40 м² за 140 000 руб./мес.
КЛАСС B",,"Автозаводская
⋅
5 минут пешком
БЦ «на ул. Автозаводская, 19к1»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 19К1",,,https://www.cian.ru/rent/commercial/322920150/
2,Своб. назнач. 45 м² за 126 000 руб./мес.,,"Автозаводская
⋅
6 минут пешком
Москва, ЮВАО, р-н Южнопортовый, м. Автозаводская, 5-я Кожуховская улица, 9",,,https://www.cian.ru/rent/commercial/323450728/
2,Своб. назнач. 223 м² за 427 400 руб./мес.,,"Автозаводская
⋅
18 минут пешком
Москва, ЮВАО, р-н Южнопортовый, м. Автозаводская, улица 2-я Машиностроения, 11",,,https://www.cian.ru/rent/commercial/323657786/
2,"Своб. назнач. 82,3 м² за 650 000 руб./мес.",,"Автозаводская
⋅
2 минуты пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 13/1",,,https://www.cian.ru/rent/commercial/323695523/
2,"Своб. назнач. 495 м² за 1 237 500 руб./мес.
КЛАСС B",,"Автозаводская
⋅
1 минута пешком
БЦ «Панорама»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Мастеркова, 4",,,https://www.cian.ru/rent/commercial/317283427/
2,Своб. назнач. 1 377 м² за 2 754 000 руб./мес.,,"Автозаводская
⋅
18 минут пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 23к14",,,https://www.cian.ru/rent/commercial/323716969/
2,"Своб. назнач. 130,1 м² за 450 000 руб./мес.",,"Автозаводская
⋅
4 минуты пешком
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Трофимова, 1/17",,,https://www.cian.ru/rent/commercial/322960718/
2,"Своб. назнач. 22,7 м² за 150 000 руб./мес.",,"Автозаводская
⋅
10 минут пешком
БЦ «ВТИ»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, Автозаводская улица, 14",,,https://www.cian.ru/rent/commercial/318752986/
2,Своб. назнач. 60 м² за 400 000 руб./мес.,,"Автозаводская
⋅
19 минут пешком
ЖК «Квартал Foriver (RiverSky)»
Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Виктора Маслова, 2",,,https://www.cian.ru/rent/commercial/320022120/
